investor_id,Average_Gap_Days,Total_Transactions,Total_Investment,SIP_Status
INV000688,44.5,3,360971,At Risk
INV000689,46.714285714285715,8,922386,At Risk
INV000690,45.90909090909091,12,1189083,At Risk
INV000691,52.888888888888886,10,1441377,At Risk
INV000692,,1,1897,Active
INV000693,44.333333333333336,10,1831041,At Risk
INV000694,82.5,7,1893343,At Risk
INV000695,63.285714285714285,8,700290,At Risk
INV000696,104.66666666666667,4,26838,At Risk
INV000697,,1,407537,Active
INV000698,38.0,12,606641,At Risk
INV000699,36.42857142857143,8,694683,At Risk
INV000700,60.5,3,25789,At Risk
INV000701,50.2,11,1164582,At Risk
INV000702,143.5,3,309191,At Risk
INV000703,84.0,7,1056450,At Risk
INV000704,50.625,9,655041,At Risk
INV000705,114.33333333333333,4,353502,At Risk
INV000706,54.5,9,1382195,At Risk
INV000707,45.0,10,394234,At Risk
INV000708,66.0,8,664661,At Risk
INV000709,39.54545454545455,12,1818377,At Risk
INV000710,73.83333333333333,7,311061,At Risk
INV000711,60.0,8,1560807,At Risk
INV000712,,1,177827,Active
INV000713,87.66666666666667,4,513134,At Risk
INV000714,26.90909090909091,12,1211050,Active
INV000715,55.333333333333336,7,462102,At Risk
INV000716,192.0,2,204847,At Risk
INV000717,77.66666666666667,7,1161401,At Risk
INV000718,38.55555555555556,10,863704,At Risk
INV000719,40.72727272727273,12,1313380,At Risk
INV000720,70.71428571428571,8,765199,At Risk
INV000721,78.0,7,454922,At Risk
INV000722,52.125,9,1934707,At Risk
INV000723,86.6,6,438976,At Risk
INV000724,50.75,9,732624,At Risk
INV000725,58.0,8,231261,At Risk
INV000726,69.5,7,1248341,At Risk
INV000727,13.0,3,14806,Active
INV000728,39.125,9,1278764,At Risk
INV000729,109.75,5,465557,At Risk
INV000730,81.75,5,538630,At Risk
INV000731,88.0,4,427944,At Risk
INV000732,42.333333333333336,10,1499551,At Risk
INV000733,74.5,7,1129452,At Risk
INV000734,46.3,11,990424,At Risk
INV000735,61.42857142857143,8,743109,At Risk
INV000736,44.333333333333336,10,1296656,At Risk
INV000737,66.14285714285714,8,596078,At Risk
INV000738,49.57142857142857,8,981192,At Risk
INV000739,60.714285714285715,8,1516957,At Risk
INV000740,223.0,2,334831,At Risk
INV000741,65.71428571428571,8,745579,At Risk
INV000742,83.0,6,333940,At Risk
INV000743,105.33333333333333,4,602164,At Risk
INV000744,28.22222222222222,10,1976086,Active
INV000745,88.8,6,185145,At Risk
INV000746,60.5,9,1895150,At Risk
INV000747,45.7,11,1444650,At Risk
INV000748,89.66666666666667,4,877286,At Risk
INV000749,40.45454545454545,12,1948339,At Risk
INV000750,35.36363636363637,12,1229162,At Risk
INV000751,42.4,11,284905,At Risk
INV000752,78.66666666666667,7,936259,At Risk
INV000753,50.666666666666664,7,820611,At Risk
INV000754,44.7,11,812469,At Risk
INV000755,66.16666666666667,7,1438495,At Risk
INV000756,78.0,4,71393,At Risk
INV000757,83.4,6,310431,At Risk
INV000758,50.44444444444444,10,1131634,At Risk
INV000759,49.8,11,991581,At Risk
INV000760,102.66666666666667,4,598957,At Risk
INV000761,49.4,11,1015841,At Risk
INV000762,161.66666666666666,4,220153,At Risk
INV000763,,1,4966,Active
INV000764,57.57142857142857,8,971055,At Risk
INV000765,43.0,12,1922758,At Risk
INV000766,118.33333333333333,4,454527,At Risk
INV000767,94.2,6,827437,At Risk
INV000768,38.18181818181818,12,486601,At Risk
INV000769,76.66666666666667,7,942971,At Risk
INV000770,24.5,3,416170,Active
INV000771,94.0,5,179563,At Risk
INV000772,36.36363636363637,12,1528127,At Risk
INV000773,,1,147570,Active
INV000774,55.25,9,871714,At Risk
INV000775,99.25,5,385045,At Risk
INV000776,42.1,11,1161371,At Risk
INV000777,47.142857142857146,8,508753,At Risk
INV000778,48.1,11,566606,At Risk
INV000779,40.36363636363637,12,1358405,At Risk
INV000780,,1,6159,Active
INV000781,96.25,5,609059,At Risk
INV000782,35.4,6,112870,At Risk
INV000783,44.36363636363637,12,1504937,At Risk
INV000784,62.42857142857143,8,1265723,At Risk
INV000785,38.9,11,1740542,At Risk
INV000786,57.0,10,151452,At Risk
INV000787,,1,58500,Active
INV000788,52.5,7,633957,At Risk
INV000789,44.333333333333336,10,800288,At Risk
INV000790,,1,25070,Active
INV000791,56.125,9,1169306,At Risk
INV000792,271.0,2,17894,At Risk
INV000793,48.4,11,591986,At Risk
INV000794,,1,2557,Active
INV000795,116.33333333333333,4,566959,At Risk
INV000796,97.66666666666667,4,130904,At Risk
INV000797,117.0,5,499115,At Risk
INV000798,,1,26463,Active
INV000799,80.83333333333333,7,818728,At Risk
INV000800,108.5,5,532344,At Risk
INV000801,110.33333333333333,4,254710,At Risk
INV000802,44.5,5,1221773,At Risk
INV000803,57.875,9,710600,At Risk
INV000804,92.2,6,842684,At Risk
INV000805,,1,37944,Active
INV000806,34.09090909090909,12,1615282,Active
INV000807,3.0,2,240704,Active
INV000808,138.66666666666666,4,165725,At Risk
INV000809,105.0,5,363678,At Risk
INV000810,38.0,10,839720,At Risk
INV000811,58.2,6,1147477,At Risk
INV000812,,1,266320,Active
INV000813,62.142857142857146,8,1102069,At Risk
INV000814,78.33333333333333,7,237787,At Risk
INV000815,88.66666666666667,4,830351,At Risk
INV000816,74.75,5,581224,At Risk
INV000817,,1,364640,Active
INV000818,122.75,5,1276030,At Risk
INV000819,48.0,6,1163624,At Risk
INV000820,103.5,3,427734,At Risk
INV000821,44.5,9,1517514,At Risk
INV000822,41.625,9,210242,At Risk
INV000823,35.44444444444444,10,853782,At Risk
INV000824,140.66666666666666,4,210451,At Risk
INV000825,70.0,5,768198,At Risk
INV000826,74.5,7,1388625,At Risk
INV000827,45.333333333333336,10,562736,At Risk
INV000828,429.0,2,523055,At Risk
INV000829,58.875,9,1038470,At Risk
INV000830,44.44444444444444,10,775541,At Risk
INV000831,54.0,6,139654,At Risk
INV000832,83.66666666666667,4,408362,At Risk
INV000833,56.44444444444444,10,648577,At Risk
INV000834,88.0,4,375586,At Risk
INV000835,,1,7716,Active
INV000836,70.66666666666667,7,666432,At Risk
INV000837,209.0,3,404766,At Risk
INV000838,98.33333333333333,4,831035,At Risk
INV000839,189.5,3,200801,At Risk
INV000840,62.875,9,1815784,At Risk
INV000841,71.33333333333333,7,1338826,At Risk
INV000842,,1,5035,Active
INV000843,35.8,11,1085909,At Risk
INV000844,44.111111111111114,10,819349,At Risk
INV000845,46.5,7,968144,At Risk
INV000846,90.5,5,752263,At Risk
INV000847,26.9,11,1317658,Active
INV000848,132.0,2,404172,At Risk
INV000849,47.2,11,1212005,At Risk
INV000850,28.6,6,1167608,Active
INV000851,53.375,9,1155426,At Risk
INV000852,110.75,5,571269,At Risk
INV000853,40.36363636363637,12,531947,At Risk
INV000854,54.44444444444444,10,281496,At Risk
INV000855,152.66666666666666,4,62977,At Risk
INV000856,55.0,9,1132095,At Risk
INV000857,52.125,9,1392092,At Risk
INV000858,35.9,11,471002,At Risk
INV000859,132.0,3,28609,At Risk
INV000860,47.44444444444444,10,836394,At Risk
INV000861,54.875,9,870239,At Risk
INV000862,59.625,9,1093357,At Risk
INV000863,,1,9140,Active
INV000864,42.0,11,1171132,At Risk
INV000865,40.4,11,638932,At Risk
INV000866,141.0,2,226888,At Risk
INV000867,69.25,5,535083,At Risk
INV000868,,1,9196,Active
INV000869,37.22222222222222,10,775716,At Risk
INV000870,70.4,6,472891,At Risk
INV000871,,1,43302,Active
INV000872,,1,5900,Active
INV000873,49.0,10,1034958,At Risk
INV000874,45.18181818181818,12,1012012,At Risk
INV000875,51.0,3,855790,At Risk
INV000876,37.0,6,671502,At Risk
INV000877,37.125,9,1269000,At Risk
INV000878,66.0,2,66812,At Risk
INV000879,85.0,3,8346,At Risk
INV000880,84.8,6,707525,At Risk
INV000881,37.72727272727273,12,711174,At Risk
INV000882,,1,1139,Active
INV000883,257.0,2,3332,At Risk
INV000884,81.0,4,532366,At Risk
INV000885,87.0,6,490097,At Risk
INV000886,100.0,2,11730,At Risk
INV000887,40.6,11,1295495,At Risk
INV000888,60.25,9,960900,At Risk
INV000889,263.0,2,11646,At Risk
INV000890,43.333333333333336,7,816329,At Risk
INV000891,55.0,9,1457730,At Risk
INV000892,77.0,6,634190,At Risk
INV000893,45.375,9,420905,At Risk
INV000894,43.54545454545455,12,1297722,At Risk
INV000895,63.57142857142857,8,1198583,At Risk
INV000896,173.0,2,17745,At Risk
INV000897,64.25,5,419887,At Risk
INV000898,164.0,3,328834,At Risk
INV000899,171.0,3,548664,At Risk
INV000900,92.25,5,785351,At Risk
INV000901,45.166666666666664,7,390619,At Risk
INV000902,43.111111111111114,10,1800066,At Risk
INV000903,,1,180242,Active
INV000904,98.5,5,564657,At Risk
INV000905,,1,51314,Active
INV000906,36.8,11,1852236,At Risk
INV000907,40.5,9,820020,At Risk
INV000908,64.25,5,62439,At Risk
INV000909,82.8,6,357946,At Risk
INV000910,88.25,5,32402,At Risk
INV000911,,1,49460,Active
INV000912,41.5,11,1244182,At Risk
INV000913,76.33333333333333,7,1182416,At Risk
INV000914,55.5,9,949217,At Risk
INV000915,78.2,6,276789,At Risk
INV000916,,1,21951,Active
INV000917,,1,486108,Active
INV000918,151.5,3,26303,At Risk
INV000919,58.5,7,1017387,At Risk
INV000920,47.25,9,1559465,At Risk
INV000921,76.2,6,370966,At Risk
INV000922,75.0,5,553691,At Risk
INV000923,,1,437,Active
INV000924,,1,523,Active
INV000925,59.57142857142857,8,1663871,At Risk
INV000926,57.142857142857146,8,627782,At Risk
INV000927,25.5,7,752905,Active
INV000928,9.0,2,126521,Active
INV000929,39.666666666666664,10,1072648,At Risk
INV000930,23.90909090909091,12,1042110,Active
INV000931,49.285714285714285,8,898949,At Risk
INV000932,239.0,2,513860,At Risk
INV000933,55.375,9,1524350,At Risk
INV000934,60.0,3,28678,At Risk
INV000935,24.7,11,522699,Active
INV000936,,1,8991,Active
INV000937,165.0,3,396875,At Risk
INV000938,153.0,2,48318,At Risk
INV000939,45.0,11,974202,At Risk
INV000940,94.66666666666667,4,710983,At Risk
INV000941,95.0,6,1113978,At Risk
INV000942,39.63636363636363,12,1464542,At Risk
INV000943,129.33333333333334,4,1181258,At Risk
INV000944,68.4,6,530520,At Risk
INV000945,,1,48475,Active
INV000946,60.0,6,778419,At Risk
INV000947,64.28571428571429,8,1462148,At Risk
INV000948,52.0,3,110726,At Risk
INV000949,40.5,11,775644,At Risk
INV000950,48.6,11,1558452,At Risk
INV000951,,1,8549,Active
INV000952,,1,36310,Active
INV000953,110.0,4,382629,At Risk
INV000954,56.333333333333336,10,1689229,At Risk
INV000955,107.25,5,738763,At Risk
INV000956,,1,2686,Active
INV000957,52.57142857142857,8,1020188,At Risk
INV000958,90.6,6,508100,At Risk
INV000959,45.125,9,708179,At Risk
INV000960,60.875,9,2214559,At Risk
INV000961,113.75,5,551873,At Risk
INV000962,57.57142857142857,8,839209,At Risk
INV000963,92.25,5,770370,At Risk
INV000964,98.0,5,221662,At Risk
INV000965,,1,1111,Active
INV000966,39.18181818181818,12,2183184,At Risk
INV000967,47.0,2,8000,At Risk
INV000968,48.625,9,2119830,At Risk
INV000969,48.333333333333336,10,2006460,At Risk
INV000970,45.4,6,602790,At Risk
INV000971,36.0,12,1120635,At Risk
INV000972,38.1,11,1842193,At Risk
INV000973,55.0,2,688973,At Risk
INV000974,63.0,8,239255,At Risk
INV000975,44.0,2,293870,At Risk
INV000976,100.0,2,162110,At Risk
INV000977,39.90909090909091,12,755476,At Risk
INV000978,46.833333333333336,7,1299951,At Risk
INV000979,59.42857142857143,8,978707,At Risk
INV000980,36.77777777777778,10,1027153,At Risk
INV000981,30.4,11,1054551,Active
INV000982,42.0,3,26825,At Risk
INV000983,94.33333333333333,4,23439,At Risk
INV000984,44.5,9,1347031,At Risk
INV000985,73.2,6,739086,At Risk
INV000986,45.625,9,656132,At Risk
INV000987,59.0,4,300308,At Risk
INV000988,66.71428571428571,8,2330846,At Risk
INV000989,83.0,7,864229,At Risk
INV000990,99.75,5,433868,At Risk
INV000991,169.0,2,360197,At Risk
INV000992,83.2,6,853932,At Risk
INV000993,,1,7141,Active
INV000994,40.18181818181818,12,2035761,At Risk
INV000995,21.875,9,1596987,Active
INV000996,30.0,2,604702,Active
INV000997,55.142857142857146,8,1363625,At Risk
INV000998,52.666666666666664,4,16014,At Risk
INV000999,47.142857142857146,8,289680,At Risk
INV001000,16.0,2,273739,Active
INV001001,40.54545454545455,12,1380742,At Risk
INV001002,46.44444444444444,10,953094,At Risk
INV001003,71.0,4,358254,At Risk
INV001004,62.0,4,290317,At Risk
INV001005,46.8,11,1236328,At Risk
INV001006,93.0,6,433107,At Risk
INV001007,52.0,2,433962,At Risk
INV001008,48.625,9,908572,At Risk
INV001009,42.333333333333336,10,1913376,At Risk
INV001010,,1,1132,Active
INV001011,99.4,6,327812,At Risk
INV001012,32.4,6,444416,Active
INV001013,53.77777777777778,10,764906,At Risk
INV001014,77.66666666666667,7,964947,At Risk
INV001015,36.0,6,1153900,At Risk
INV001016,113.33333333333333,4,416496,At Risk
INV001017,68.5,7,44739,At Risk
INV001018,49.5,3,357998,At Risk
INV001019,35.9,11,776846,At Risk
INV001020,53.833333333333336,7,1240270,At Risk
INV001021,45.77777777777778,10,979623,At Risk
INV001022,79.25,5,765019,At Risk
INV001023,46.09090909090909,12,1269072,At Risk
INV001024,51.285714285714285,8,1427324,At Risk
INV001025,32.57142857142857,8,472529,Active
INV001026,47.8,11,1227040,At Risk
INV001027,70.57142857142857,8,951205,At Risk
INV001028,105.75,5,338350,At Risk
INV001029,46.9,11,1708716,At Risk
INV001030,223.0,3,237077,At Risk
INV001031,48.2,11,1465939,At Risk
INV001032,,1,2383,Active
INV001033,282.0,2,343482,At Risk
INV001034,69.16666666666667,7,1240015,At Risk
INV001035,,1,7351,Active
INV001036,54.666666666666664,10,2342287,At Risk
INV001037,42.6,11,622872,At Risk
INV001038,98.0,5,949031,At Risk
INV001039,47.875,9,474045,At Risk
INV001040,98.33333333333333,4,151917,At Risk
INV001041,71.14285714285714,8,242017,At Risk
INV001042,49.5,7,912117,At Risk
INV001043,71.0,8,1142730,At Risk
INV001044,136.0,3,271162,At Risk
INV001045,71.14285714285714,8,1192433,At Risk
INV001046,142.33333333333334,4,715657,At Risk
INV001047,55.666666666666664,10,1168558,At Risk
INV001048,35.27272727272727,12,1250094,At Risk
INV001049,69.66666666666667,7,911787,At Risk
INV001050,101.0,5,180543,At Risk
INV001051,37.9,11,659813,At Risk
INV001052,87.25,5,735942,At Risk
INV001053,51.666666666666664,10,775911,At Risk
INV001054,183.0,2,45726,At Risk
INV001055,51.77777777777778,10,392783,At Risk
INV001056,153.33333333333334,4,700296,At Risk
INV001057,108.66666666666667,4,820416,At Risk
INV001058,44.81818181818182,12,1520365,At Risk
INV001059,138.0,4,165214,At Risk
INV001060,38.81818181818182,12,1189683,At Risk
INV001061,40.9,11,868740,At Risk
INV001062,52.5,7,1057845,At Risk
INV001063,30.727272727272727,12,1538258,Active
INV001064,43.27272727272727,12,1029044,At Risk
INV001065,87.0,5,183945,At Risk
INV001066,153.66666666666666,4,526301,At Risk
INV001067,41.666666666666664,10,2107329,At Risk
INV001068,99.2,6,405170,At Risk
INV001069,35.2,11,1102645,At Risk
INV001070,44.09090909090909,12,1508537,At Risk
INV001071,124.66666666666667,4,529023,At Risk
INV001072,128.0,2,16885,At Risk
INV001073,7.0,3,3553,Active
INV001074,44.714285714285715,8,985935,At Risk
INV001075,51.0,7,225389,At Risk
INV001076,149.0,3,316923,At Risk
INV001077,46.75,9,1860639,At Risk
INV001078,,1,385272,Active
INV001079,46.1,11,1705293,At Risk
INV001080,52.142857142857146,8,883238,At Risk
INV001081,79.0,6,1303407,At Risk
INV001082,113.66666666666667,4,55784,At Risk
INV001083,43.25,9,1432662,At Risk
INV001084,,1,404,Active
INV001085,155.0,2,27438,At Risk
INV001086,106.5,3,432251,At Risk
INV001087,63.5,7,639520,At Risk
INV001088,74.33333333333333,7,822832,At Risk
INV001089,11.0,2,177377,Active
INV001090,,1,26171,Active
INV001091,71.8,6,667058,At Risk
INV001092,42.18181818181818,12,813603,At Risk
INV001093,57.875,9,1847960,At Risk
INV001094,77.5,7,1411482,At Risk
INV001095,244.0,2,942,At Risk
INV001096,51.888888888888886,10,1634590,At Risk
INV001097,58.0,2,711014,At Risk
INV001098,,1,230310,Active
INV001099,31.9,11,699467,Active
INV001100,,1,17779,Active
INV001101,85.4,6,343771,At Risk
INV001102,50.666666666666664,10,1042743,At Risk
INV001103,47.57142857142857,8,1414303,At Risk
INV001104,156.0,3,522774,At Risk
INV001105,407.0,2,352547,At Risk
INV001106,121.0,5,498393,At Risk
INV001107,90.33333333333333,4,323336,At Risk
INV001108,118.33333333333333,4,197938,At Risk
INV001109,90.4,6,868370,At Risk
INV001110,100.0,4,540679,At Risk
INV001111,96.6,6,1081586,At Risk
INV001112,40.0,6,373668,At Risk
INV001113,48.5,7,590265,At Risk
INV001114,406.0,2,8323,At Risk
INV001115,45.77777777777778,10,1078154,At Risk
INV001116,42.27272727272727,12,908827,At Risk
INV001117,54.0,9,342379,At Risk
INV001118,49.0,10,1820012,At Risk
INV001119,109.0,4,422647,At Risk
INV001120,72.0,2,3684,At Risk
INV001121,89.66666666666667,4,239666,At Risk
INV001122,251.0,3,100704,At Risk
INV001123,56.75,9,1145145,At Risk
INV001124,79.66666666666667,7,1062260,At Risk
INV001125,,1,475935,Active
INV001126,79.0,3,428651,At Risk
INV001127,149.33333333333334,4,888205,At Risk
INV001128,44.2,11,1749807,At Risk
INV001129,,1,489,Active
INV001130,46.6,11,1789410,At Risk
INV001131,53.888888888888886,10,1678699,At Risk
INV001132,,1,6240,Active
INV001133,41.6,6,216651,At Risk
INV001134,404.0,2,427044,At Risk
INV001135,,1,509344,Active
INV001136,44.0,3,102185,At Risk
INV001137,34.3,11,1099731,Active
INV001138,50.5,9,1154361,At Risk
INV001139,213.0,3,128357,At Risk
INV001140,56.57142857142857,8,821914,At Risk
INV001141,69.71428571428571,8,442649,At Risk
INV001142,49.5,9,832468,At Risk
INV001143,85.0,3,66110,At Risk
INV001144,64.4,6,837164,At Risk
INV001145,23.0,3,51076,Active
INV001146,,1,16166,Active
INV001147,49.5,5,1739844,At Risk
INV001148,85.0,3,50180,At Risk
INV001149,125.33333333333333,4,343832,At Risk
INV001150,87.66666666666667,4,478533,At Risk
INV001151,205.5,3,6205,At Risk
INV001152,46.6,6,543987,At Risk
INV001153,,1,55472,Active
INV001154,124.25,5,392576,At Risk
INV001155,69.14285714285714,8,728735,At Risk
INV001156,56.888888888888886,10,1067246,At Risk
INV001157,33.63636363636363,12,1516231,Active
INV001158,112.0,5,325117,At Risk
INV001159,197.5,3,504674,At Risk
INV001160,52.75,9,363546,At Risk
INV001161,57.57142857142857,8,640986,At Risk
INV001162,301.0,2,456885,At Risk
INV001163,43.54545454545455,12,1588110,At Risk
INV001164,117.33333333333333,4,491364,At Risk
INV001165,57.5,7,592935,At Risk
INV001166,54.0,9,1094724,At Risk
INV001167,96.2,6,78024,At Risk
INV001168,76.16666666666667,7,796354,At Risk
INV001169,150.66666666666666,4,562234,At Risk
INV001170,49.125,9,991974,At Risk
INV001171,92.0,4,11772,At Risk
INV001172,139.33333333333334,4,825781,At Risk
INV001173,55.833333333333336,7,344360,At Risk
INV001174,58.75,9,894260,At Risk
INV001175,78.66666666666667,7,274311,At Risk
INV001176,40.5,3,324837,At Risk
INV001177,,1,2180,Active
INV001178,43.54545454545455,12,1246210,At Risk
INV001179,115.0,3,89700,At Risk
INV001180,61.857142857142854,8,526455,At Risk
INV001181,59.0,9,134072,At Risk
INV001182,71.0,6,1179501,At Risk
INV001183,55.8,6,28438,At Risk
INV001184,,1,1000,Active
INV001185,50.125,9,1393881,At Risk
INV001186,44.57142857142857,8,1106321,At Risk
INV001187,,1,4672,Active
INV001188,35.0,3,622693,Active
INV001189,46.57142857142857,8,504396,At Risk
INV001190,80.83333333333333,7,94585,At Risk
INV001191,79.33333333333333,4,482545,At Risk
INV001192,81.4,6,729193,At Risk
INV001193,54.333333333333336,4,27526,At Risk
INV001194,80.33333333333333,4,340950,At Risk
INV001195,34.27272727272727,12,1079726,Active
INV001196,92.2,6,61840,At Risk
INV001197,49.875,9,1441251,At Risk
INV001198,48.4,11,1618856,At Risk
INV001199,210.5,3,448046,At Risk
INV001200,354.0,2,3813,At Risk
INV001201,,1,558,Active
INV001202,50.75,9,440185,At Risk
INV001203,225.0,2,14436,At Risk
INV001204,75.83333333333333,7,1241205,At Risk
INV001205,83.5,3,784040,At Risk
INV001206,38.0,12,1227118,At Risk
INV001207,50.833333333333336,7,444746,At Risk
INV001208,37.333333333333336,10,737828,At Risk
INV001209,42.25,5,537836,At Risk
INV001210,26.818181818181817,12,1159680,Active
INV001211,197.5,3,264378,At Risk
INV001212,45.142857142857146,8,753021,At Risk
INV001213,53.888888888888886,10,1460473,At Risk
INV001214,112.33333333333333,4,336702,At Risk
INV001215,97.0,6,524444,At Risk
INV001216,181.0,3,378089,At Risk
INV001217,39.09090909090909,12,565416,At Risk
